category_name,subcategory_name,url
Компьютерная и офисная техника,Офисная электроника,//aliexpress.ru/category/202005903/office-electronics.html
Компьютерная и офисная техника,Компьютерная периферия,//aliexpress.ru/category/202004343/computer-peripherals.html
Компьютерная и офисная техника,Ноутбуки,//aliexpress.ru/category/202000104/laptops.html
Компьютерная и офисная техника,Планшеты,//aliexpress.ru/category/202060516/tablets.html
Компьютерная и офисная техника,Внутренние накопители,//aliexpress.ru/category/202059254/storage-devices.html
Компьютерная и офисная техника,Компьютерные комплектующие,//aliexpress.ru/category/202004325/computer-components.html
Компьютерная и офисная техника,Сетевое подключение,//aliexpress.ru/category/202004326/networking.html
Компьютерная и офисная техника,Мыши и клавиатуры,//aliexpress.ru/category/202002190/mouse-keyboards.html
Компьютерная и офисная техника,Аксессуары для планшетов,//aliexpress.ru/category/202004359/tablet-accessories.html
Компьютерная и офисная техника,Аксессуары для ноутбуков,//aliexpress.ru/category/202002177/laptop-accessories.html
Компьютерная и офисная техника,Демонстрационные стенды и аксессуары,//aliexpress.ru/category/202060651/demo-board-accessories.html
Компьютерная и офисная техника,Мини ПК,//aliexpress.ru/category/202001502/mini-pc.html
Компьютерная и офисная техника,Промышленные компьютеры и аксессуары,//aliexpress.ru/category/202002191/industrial-computer-accessories.html
Компьютерная и офисная техника,Десктопы,//aliexpress.ru/category/202060570/desktops.html
Компьютерная и офисная техника,Серверы,//aliexpress.ru/category/202000105/servers.html
Компьютерная и офисная техника,Очистители для компьютеров,//aliexpress.ru/category/202001163/device-cleaners.html
Компьютерная и офисная техника,Запчасти для ноутбуков,//aliexpress.ru/category/205842905/laptop-parts.html
Компьютерная и офисная техника,Запчасти для планшетов,//aliexpress.ru/category/205847410/tablet-parts.html
Компьютерная и офисная техника,Офисное ПО,//aliexpress.ru/category/205294002/office-software.html
Багаж и сумки,Женские сумки,//aliexpress.ru/category/202010027/women-bags.html
Багаж и сумки,Мужские сумки,//aliexpress.ru/category/202010020/men-bags.html
Багаж и сумки,Рюкзаки,//aliexpress.ru/category/202010030/backpacks.html
Багаж и сумки,Кошельки,//aliexpress.ru/category/202010045/wallets.html
Багаж и сумки,Сумки для детей,//aliexpress.ru/category/202030001/kids-baby-bags.html
Багаж и сумки,Багаж и дорожные сумки,//aliexpress.ru/category/202000852/luggage-travel-bags.html
Багаж и сумки,Функциональные сумки,//aliexpress.ru/category/202030014/functional-bags.html
Багаж и сумки,Кошельки и зажимы для монет,//aliexpress.ru/category/202000339/coin-purses-holders.html
Багаж и сумки,Детали и аксессуары для сумок,//aliexpress.ru/category/202000856/bag-parts-accessories.html
Дом и сад,"Кухня, столовая и бар",//aliexpress.ru/category/202004207/kitchen-dining-bar.html
Дом и сад,Декор для дома,//aliexpress.ru/category/202000336/home-decor.html
Дом и сад,Домашний текстиль,//aliexpress.ru/category/202000045/home-textile.html
Дом и сад,Хобби и рукоделие,//aliexpress.ru/category/202040075/arts-crafts-sewing.html
Дом и сад,Принадлежности для праздника и вечеринки,//aliexpress.ru/category/202001882/festive-party-supplies.html
Дом и сад,Хранение и организация пространства,//aliexpress.ru/category/202000229/home-storage-organization.html
Дом и сад,Товары для ванной комнаты,//aliexpress.ru/category/202002104/bathroom-products.html
Дом и сад,Домашняя уборка,//aliexpress.ru/category/202004982/household-cleaning.html
Дом и сад,Товары для питомцев,//aliexpress.ru/category/202002447/pet-products.html
Дом и сад,Садовые принадлежности,//aliexpress.ru/category/202000025/garden-supplies.html
Дом и сад,Бытовые товары,//aliexpress.ru/category/202059231/household-merchandises.html
Дом и сад,Бытовая химия,//aliexpress.ru/category/202002127/household-chemicals.html
Электроника,Портативная электроника,//aliexpress.ru/category/202004374/portable-audio-video.html
Электроника,Умная электроника,//aliexpress.ru/category/202040670/smart-electronics.html
Электроника,"ТВ, аудио- и видеотехника",//aliexpress.ru/category/202004373/home-audio-video.html
Электроника,Аксессуары и запчасти,//aliexpress.ru/category/202004370/accessories-parts.html
Электроника,Фото- и видеотехника,//aliexpress.ru/category/202004371/camera-photo.html
Электроника,Системы нагревания табака и электронные сигареты,//aliexpress.ru/category/202006251/electronic-cigarettes.html
Электроника,Наушники и гарнитуры,//aliexpress.ru/category/202060518/earphones-headphones.html
Электроника,Носимые устройства,//aliexpress.ru/category/202040723/wearable-devices.html
Электроника,Игровые приставки и видеоигры,//aliexpress.ru/category/202004372/video-games.html
Электроника,Экшн-камеры и аксессуары,//aliexpress.ru/category/202060543/sports-action-video-cameras.html
Электроника,Колонки,//aliexpress.ru/category/202061423/speakers.html
Электроника,Видеокамеры 360° и аксессуары,//aliexpress.ru/category/202060487/360-deg--video-cameras-accessories.html
Электроника,Прочие электронные аксессуары,//aliexpress.ru/category/202060507/home-electronic-accessories.html
Электроника,Устройства VR/AR,//aliexpress.ru/category/202059222/vr-ar-devices.html
Электроника,Роботы,//aliexpress.ru/category/202061674/robot.html
Электроника,Техника Hi-Fi,//aliexpress.ru/category/202061685/hifi-devices.html
Электроника,Съёмочное оборудование,//aliexpress.ru/category/202062346/live-equipment.html
Электроника,Источники питания,//aliexpress.ru/category/202062371/power-source.html
Красота и здоровье,Инструменты для дизайна ногтей,//aliexpress.ru/category/202004509/nails-art-tools.html
Красота и здоровье,Макияж,//aliexpress.ru/category/202001158/makeup.html
Красота и здоровье,Забота о здоровье,//aliexpress.ru/category/202004463/health-care.html
Красота и здоровье,Уход за кожей,//aliexpress.ru/category/202000328/skin-care.html
Красота и здоровье,Уход за волосами и укладка,//aliexpress.ru/category/202004426/hair-care-styling.html
Красота и здоровье,Бритье и удаление волос,//aliexpress.ru/category/202001159/shaving-hair-removal.html
Красота и здоровье,Интимные товары,//aliexpress.ru/category/202004943/sex-products.html
Красота и здоровье,Принадлежности для красоты,//aliexpress.ru/category/202040001/beauty-essentials.html
Красота и здоровье,Татуировки и боди-арт,//aliexpress.ru/category/202005212/tattoo-body-art.html
Красота и здоровье,Ванна и душ,//aliexpress.ru/category/202004412/bath-shower.html
Красота и здоровье,Духи и дезодоранты,//aliexpress.ru/category/202004422/fragrances-deodorants.html
Красота и здоровье,Гигиена полости рта,//aliexpress.ru/category/202000327/oral-hygiene.html
Красота и здоровье,Туалетная бумага,//aliexpress.ru/category/202000221/sanitary-paper.html
Красота и здоровье,Инструменты и аксессуары,//aliexpress.ru/category/202004530/tools-accessories.html
Красота и здоровье,Бальзам после бритья,//aliexpress.ru/category/201930007/men-grooming.html
Красота и здоровье,Инструменты по уходу за кожей,//aliexpress.ru/category/205780402/skin-care-tools.html
Красота и здоровье,Косметологическое оборудование,//aliexpress.ru/category/205817103/beauty-equipment.html
Спорт и развлечения,Спортивная одежда,//aliexpress.ru/category/202040498/sports-clothing.html
Спорт и развлечения,Кроссовки,//aliexpress.ru/category/202006250/sneakers.html
Спорт и развлечения,Велоспорт,//aliexpress.ru/category/202005226/cycling.html
Спорт и развлечения,Для рыбалки,//aliexpress.ru/category/202002290/fishing.html
Спорт и развлечения,Кемпинг и походы,//aliexpress.ru/category/202002285/camping-hiking.html
Спорт и развлечения,Плавание,//aliexpress.ru/category/202040494/swimming.html
Спорт и развлечения,Музыкальные инструменты,//aliexpress.ru/category/202002263/musical-instruments.html
Спорт и развлечения,Охота,//aliexpress.ru/category/202002304/hunting.html
Спорт и развлечения,Фитнес и бодибилдинг,//aliexpress.ru/category/202002234/fitness-body-building.html
Спорт и развлечения,Водные виды спорта,//aliexpress.ru/category/202002328/water-sports.html
Спорт и развлечения,Командные виды спорта,//aliexpress.ru/category/202040039/team-sports.html
Спорт и развлечения,Спортивные ракетки,//aliexpress.ru/category/202006042/racquet-sports.html
Спорт и развлечения,Гольф,//aliexpress.ru/category/202002243/golf.html
Спорт и развлечения,Бег,//aliexpress.ru/category/202006138/running.html
Спорт и развлечения,Стрельба,//aliexpress.ru/category/202002307/shooting.html
Спорт и развлечения,Лыжи и сноубординг,//aliexpress.ru/category/202002339/skiing-snowboarding.html
Спорт и развлечения,Спортивные аксессуары,//aliexpress.ru/category/202058335/sports-accessories.html
Спорт и развлечения,"Роликовые коньки, скейтборды и скутеры",//aliexpress.ru/category/202006125/roller-skates-skateboards-scooters.html
Спорт и развлечения,Лошадиные скачки,//aliexpress.ru/category/202002297/horse-racing.html
Спорт и развлечения,Боулинг,//aliexpress.ru/category/202006084/bowling.html
Спорт и развлечения,Развлечения,//aliexpress.ru/category/202006083/entertainment.html
Спорт и развлечения,Разное для спорта и развлечений,//aliexpress.ru/category/202002366/other-sports-entertainment.html
Спорт и развлечения,Спортивные сумки,//aliexpress.ru/category/202061509/sports-bags.html
Обувь,Женская обувь,//aliexpress.ru/category/202001764/women-shoes.html
Обувь,Обувь без каблука,//aliexpress.ru/category/202004240/women-flats.html
Обувь,Туфли,//aliexpress.ru/category/202004245/women-pumps.html
Обувь,Мужская обувь,//aliexpress.ru/category/202001769/men-shoes.html
Обувь,Повседневная обувь,//aliexpress.ru/category/202004231/men-casual-shoes.html
Обувь,Кроссовки и кеды,//aliexpress.ru/category/202004246/women-vulcanize-shoes.html
Обувь,Кроссовки и кеды,//aliexpress.ru/category/202004291/men-vulcanize-shoes.html
Обувь,Сапоги,//aliexpress.ru/category/202060327/women-boots.html
Обувь,Мужские ботинки,//aliexpress.ru/category/202060311/men-boots.html
Обувь,Аксессуары для обуви,//aliexpress.ru/category/202004220/shoe-accessories.html
Лампы и освещение,Лампы и абажуры,//aliexpress.ru/category/202058097/lamps-shades.html
Лампы и освещение,Потолочные лампы и вентиляторы,//aliexpress.ru/category/202000217/ceiling-lights-fans.html
Лампы и освещение,Лампочки,//aliexpress.ru/category/202000814/light-bulbs.html
Лампы и освещение,Светодиодная подсветка,//aliexpress.ru/category/202001102/led-lighting.html
Лампы и освещение,Наружное освещение,//aliexpress.ru/category/202000813/outdoor-lighting.html
Лампы и освещение,Светодиодные лампы,//aliexpress.ru/category/202005229/led-lamps.html
Лампы и освещение,Портативное освещение,//aliexpress.ru/category/202001103/portable-lighting.html
Лампы и освещение,Производственное освещение,//aliexpress.ru/category/202004933/commercial-lighting.html
Лампы и освещение,Ночники,//aliexpress.ru/category/202001484/night-lights.html
Лампы и освещение,Лампы для чтения,//aliexpress.ru/category/202001477/book-lights.html
Лампы и освещение,Профессиональное освещение,//aliexpress.ru/category/202005008/professional-lighting.html
Лампы и освещение,Новизна освещения,//aliexpress.ru/category/202004311/novelty-lighting.html
Лампы и освещение,Праздничное освещение,//aliexpress.ru/category/202060011/holiday-lighting.html
Лампы и освещение,Аксессуары для освещения,//aliexpress.ru/category/202000067/lighting-accessories.html
Лампы и освещение,Подшкафные лампы,//aliexpress.ru/category/202061580/under-cabinet-lights.html
Лампы и освещение,Специальное функциональное освещение,//aliexpress.ru/category/202061626/special-engineering-lighting.html
Лампы и освещение,Подсветка туалетного столика,//aliexpress.ru/category/201952011/vanity-lights.html
Игрушки и хобби,Куклы и плюшевые игрушки,//aliexpress.ru/category/202005019/dolls-stuffed-toys.html
Игрушки и хобби,Игрушки на радиоуправлении,//aliexpress.ru/category/202004594/remote-control-toys.html
Игрушки и хобби,Классические игрушки,//aliexpress.ru/category/202001778/classic-toys.html
Игрушки и хобби,Обучение и образование,//aliexpress.ru/category/202001777/learning-education.html
Игрушки и хобби,Активные игры и спорт,//aliexpress.ru/category/202001775/outdoor-fun-sports.html
Игрушки и хобби,Игровые фигурки и трансформеры,//aliexpress.ru/category/202000305/action-toy-figures.html
Игрушки и хобби,Моделирование,//aliexpress.ru/category/202004589/model-building.html
Игрушки и хобби,Игрушечный транспорт,//aliexpress.ru/category/202001798/diecasts-toy-vehicles.html
Игрушки и хобби,Игрушки для новорожденных и малышей,//aliexpress.ru/category/202001774/baby-toddler-toys.html
Игрушки и хобби,Электронные игрушки,//aliexpress.ru/category/202001779/electronic-toys.html
Игрушки и хобби,Головоломки и игры,//aliexpress.ru/category/202005020/puzzles-games.html
Игрушки и хобби,Необычные и прикольные игрушки,//aliexpress.ru/category/202004591/novelty-gag-toys.html
Игрушки и хобби,Игрушки для снятия стресса,//aliexpress.ru/category/202060826/stress-relief-toy.html
Игрушки и хобби,Конструкторы,//aliexpress.ru/category/202062120/building-construction-toys.html
Игрушки и хобби,Детские праздники,//aliexpress.ru/category/202062136/kid-party.html
Игрушки и хобби,Хобби и коллекционирование,//aliexpress.ru/category/202062169/hobby-collectibles.html
Игрушки и хобби,Высокотехнологичные игрушки,//aliexpress.ru/category/202062173/high-tech-toys.html
Игрушки и хобби,Рукоделие и творчество,//aliexpress.ru/category/202062189/arts-crafts-diy-toys.html
Игрушки и хобби,Мягкие игрушки,//aliexpress.ru/category/202062207/stuffed-animals-plush.html
Игрушки и хобби,Популярные игрушки,//aliexpress.ru/category/202062239/popular-toys.html
Игрушки и хобби,Ролевые и игровые наборы,//aliexpress.ru/category/202001776/pretend-play.html
Игрушки и хобби,Бассейны и развлечения у воды,//aliexpress.ru/category/202062287/pools-water-fun.html
Свадьбы и торжества,Свадебные платья,//aliexpress.ru/category/202001935/wedding-dresses.html
Свадьбы и торжества,Вечерние платья,//aliexpress.ru/category/202002387/evening-dresses.html
Свадьбы и торжества,Платья на выпускной,//aliexpress.ru/category/202002386/prom-dresses.html
Свадьбы и торжества,Платье для свадебной вечеринки,//aliexpress.ru/category/202003815/wedding-party-dress.html
Свадьбы и торжества,Свадебные аксессуары,//aliexpress.ru/category/202002349/wedding-accessories.html
Свадьбы и торжества,Платья знаменитостей,//aliexpress.ru/category/202003845/celebrity-inspired-dresses.html
Свадьбы и торжества,Коктейльные платья,//aliexpress.ru/category/202002385/cocktail-dresses.html
Свадьбы и торжества,Платья для выпускного бала,//aliexpress.ru/category/202003846/homecoming-dresses.html
Свадьбы и торжества,Платья подруги невесты,//aliexpress.ru/category/202001936/bridesmaid-dresses.html
Свадьбы и торжества,Платья для матери невесты,//aliexpress.ru/category/202002397/mother-of-the-bride-dresses.html
Свадьбы и торжества,Платья на пятнадцатилетие,//aliexpress.ru/category/202003848/quinceanera-dresses.html
Свадьбы и торжества,Платья до 80 долларов США,//aliexpress.ru/category/201894012/dresses-under--80.html
Мебель,Мебель для дома,//aliexpress.ru/category/202000809/home-furniture.html
Мебель,Офисная мебель,//aliexpress.ru/category/202000810/office-furniture.html
Мебель,Детская мебель,//aliexpress.ru/category/202001701/children-furniture.html
Мебель,Садовая мебель,//aliexpress.ru/category/202000808/outdoor-furniture.html
Мебель,Производственная мебель,//aliexpress.ru/category/202000807/commercial-furniture.html
Мебель,Мебель для кофейни,//aliexpress.ru/category/202060286/caf-eacute--furniture.html
Мебель,Мебель для бара,//aliexpress.ru/category/202001659/bar-furniture.html
Мебель,Мебельные аксессуары,//aliexpress.ru/category/202000337/furniture-accessories.html
Мебель,Мебельная фурнитура,//aliexpress.ru/category/201634306/furniture-hardware.html
Мебель,Детали для мебели,//aliexpress.ru/category/202000334/furniture-parts.html
Электронные компоненты и принадлежности,Активные компоненты,//aliexpress.ru/category/202000344/active-components.html
Электронные компоненты и принадлежности,Электротовары,//aliexpress.ru/category/202000822/el-products.html
Электронные компоненты и принадлежности,Электронные аксессуары и принадлежности,//aliexpress.ru/category/202000346/electronic-accessories-supplies.html
Электронные компоненты и принадлежности,Электронные системы данных,//aliexpress.ru/category/202000052/electronic-data-systems.html
Электронные компоненты и принадлежности,Электронные знаки,//aliexpress.ru/category/202000818/electronic-signs.html
Электронные компоненты и принадлежности,Оборудование для производства электроники,//aliexpress.ru/category/202000345/electronics-production-machinery.html
Электронные компоненты и принадлежности,Хранилища для электроники,//aliexpress.ru/category/202000056/electronics-stocks.html
Электронные компоненты и принадлежности,Оптоэлектронные дисплеи,//aliexpress.ru/category/202000347/optoelectronic-displays.html
Электронные компоненты и принадлежности,Прочие электронные компоненты,//aliexpress.ru/category/202000349/other-electronic-components.html
Электронные компоненты и принадлежности,Пассивные компоненты,//aliexpress.ru/category/202000348/passive-components.html
Продукты,Кофе,//aliexpress.ru/category/202000036/coffee.html
Продукты,Зерновые продукты,//aliexpress.ru/category/202000035/grain-products.html
Продукты,Чай,//aliexpress.ru/category/202002437/tea.html
Продукты,Орехи и зерновые,//aliexpress.ru/category/205879808/nut-kernel.html
Продукты,Бакалея,//aliexpress.ru/category/205879409/grocery.html
Продукты,Вода/соки/напитки,//aliexpress.ru/category/205873717/water-juices-drinks.html
Продукты,Варенье и мёд,//aliexpress.ru/category/205879613/dried-goods-local-specialties-127468931--superfoods.html
Продукты,Пищевые консервы,//aliexpress.ru/category/205872624/canned-food.html
Продукты,Молоко и яйца,//aliexpress.ru/category/205958221/milk-and-eggs.html
Продукты,Хлеб и кондитерские изделия,//aliexpress.ru/category/205956831/bread-and-pastries.html
Канцтовары для офиса и дома,"Ручки, карандаши и письменные принадлежности",//aliexpress.ru/category/202004997/writing-correction-supplies.html
Канцтовары для офиса и дома,Блокноты и записные книжки,//aliexpress.ru/category/202001977/notebooks-writing-pads.html
Канцтовары для офиса и дома,Товары для школы и обучения,//aliexpress.ru/category/202002193/school-educational-supplies.html
Канцтовары для офиса и дома,Товары для живописи,//aliexpress.ru/category/202000932/art-supplies.html
Канцтовары для офиса и дома,"Скотчи, клеи и зажимы",//aliexpress.ru/category/202002020/tapes-adhesives-fasteners.html
Канцтовары для офиса и дома,Канцелярские наклейки,//aliexpress.ru/category/202060216/assorted-stickers.html
Канцтовары для офиса и дома,Настольные аксессуары и органайзеры,//aliexpress.ru/category/202000927/desk-accessories-organizer.html
Канцтовары для офиса и дома,Офисные расходные принадлежности,//aliexpress.ru/category/202002007/office-binding-supplies.html
Канцтовары для офиса и дома,"Этикетки, индексы и марки",//aliexpress.ru/category/202004998/labels-indexes-stamps.html
Канцтовары для офиса и дома,Бумага,//aliexpress.ru/category/202000259/paper.html
Канцтовары для офиса и дома,"Календари, планировщики и карты",//aliexpress.ru/category/202004999/calendars-planners-cards.html
Канцтовары для офиса и дома,Режущие приспособления,//aliexpress.ru/category/202002009/cutting-supplies.html
Канцтовары для офиса и дома,Доски для презентаций,//aliexpress.ru/category/202000957/presentation-supplies.html
Канцтовары для офиса и дома,Папки и файлы,//aliexpress.ru/category/202002005/filing-products.html
Канцтовары для офиса и дома,Принадлежности для почты и доставки,//aliexpress.ru/category/202005025/mail-shipping-supplies.html
Канцтовары для офиса и дома,Книги,//aliexpress.ru/category/205958512/books-new.html
Бытовая техника,Техника для кухни,//aliexpress.ru/category/202001505/kitchen-appliances.html
Бытовая техника,Техника для уборки,//aliexpress.ru/category/202001507/cleaning-appliances.html
Бытовая техника,Техника для дома,//aliexpress.ru/category/202058174/household-appliances.html
Бытовая техника,Крупная бытовая техника,//aliexpress.ru/category/202061484/major-appliances.html
Бытовая техника,Техника для красоты,//aliexpress.ru/category/202058162/personal-care-appliances.html
Бытовая техника,Производственные принадлежности,//aliexpress.ru/category/202060917/commercial-appliances.html
